Facility Name,Company,Facility Type,Facility Detail,Capacity,Railroads,Port,Car Spot,latitude,longitude
Carville,Saudi Aramco/TotalEnergies,Plastics Plant,"ethylbenzene, styrene",1158000 Metric Tons/yr,,,,30.225083,-91.069424
Carville,Saudi Aramco/TotalEnergies,Plastics Plant,"ethylbenzene, styrene",1280037 Metric Tons/yr,,,,30.225083,-91.069424
Carville,TotalEnergies,Plastics Plant,polystyrene,660000 Metric Tons/yr,,,,30.229547,-91.072854
Addis,Shintech,Plastics Plant,PVC,884505 Metric Tons/yr,,,,30.325882,-91.261732
Taft,Dow,Plastics Plant,"ethylene, polyethylene",847000 Metric Tons/yr,,,,29.9829,-90.4437
Taft,Dow,Plastics Plant,"ethylene, polyethylene",1000000 Metric Tons/yr,,,,29.9829,-90.4437
Taft,Dow,Plastics Plant,"ethylene, polyethylene",700000 Metric Tons/yr,,,,29.9829,-90.4437
Norco,Shell,Plastics Plant,"ethylene, propylene",653173 Metric Tons/yr,,,,30.004754,-90.404432
Norco,Shell,Plastics Plant,"ethylene, propylene",1510463 Metric Tons/yr,,,,30.004754,-90.404432
Hahnville/Taft,Occidental,Plastics Plant,"chlorine,  caustic soda",747252 Metric Tons/yr,,,,29.98774415,-90.4565966
Hahnville/Taft,Occidental,Plastics Plant,"chlorine,  caustic soda",680000 Metric Tons/yr,,,,29.98774415,-90.4565966
Norco,W.R. Grace,Plastics Plant,catalysts,,,,,30.00271936,-90.42270052
St. James,Americas Styrenics (Chevron/Dow),Plastics Plant,styrene,1133980 Metric Tons/yr,,,,30.080371,-90.915958
Convent,Occidental,Plastics Plant,"chlorine, caustic soda, EDC",387912 Metric Tons/yr,,,,30.05894792,-90.83150977
Convent,Occidental,Plastics Plant,"chlorine, caustic soda, EDC",613000 Metric Tons/yr,,,,30.05894792,-90.83150977
Convent,Occidental,Plastics Plant,"chlorine, caustic soda, EDC",353000 Metric Tons/yr,,,,30.05894792,-90.83150977
Garyville refinery,Marathon Petroleum,Plastics Plant,propylene,408233 Metric Tons/yr,,,,30.06132,-90.596715
Alpek Pearl River,Grupo Alfa,Plastics Plant,PET,430000 Metric Tons/yr,,,,30.2280991,-89.55658973
Bay St. Louis,Saudi Aramco,Plastics Plant,polypropylene,,,,,30.21450345,-89.57499679
Pascagoula Refinery,Chevron Phillips Chemical,Plastics Plant,"benzene, p-xylene",725000 Metric Tons/yr,,,,30.34215,-88.488522
Pascagoula Refinery,Chevron Phillips Chemical,Plastics Plant,"benzene, p-xylene",454046 Metric Tons/yr,,,,30.34215,-88.488522
Aberdeen,Westlake,Plastics Plant,PVC,635029 Metric Tons/yr,,,,33.81149909,-88.55838187
Thompson Falls,U.S. Antimony,Plastics Plant,catalysts,,,,,47.54762,-115.591925
Alpek Fayetteville/Cedar Creek,Grupo Alfa,Plastics Plant,PET,166075 Metric Tons/yr,,,,34.983557,-78.78909
StarPET,Indorama,Plastics Plant,PET,266000 Metric Tons/yr,,,,35.77142271,-79.8214492
Bayway Refinery,Phillips 66,Plastics Plant,polypropylene,350000 Metric Tons/yr,,,,40.635751,-74.219308
Equistar - Edison,LyondellBasell,Plastics Plant,catalysts,,,,,40.4902933,-74.3850518
Pedricktown,Occidental,Plastics Plant,PVC,217724 Metric Tons/yr,,,,39.764571,-75.422998
York (Geneseo),Arkema ,Plastics Plant,catalysts,,,,,42.83185792,-77.84544815
Americas Styrenics - Ironton (Hanging Rock),Chevron Phillips Chemical,Plastics Plant,polystyrene,180000 Metric Tons/yr,,,,38.57456152,-82.79022116
United Initiators - Elyria,Standard Industries,Plastics Plant,catalysts,,,,,41.3624,-82.1251
Deltech - Troy,SK Capital Partners,Plastics Plant,polystyrene,63503 Metric Tons/yr,,,,40.02528611,-84.20055273
Americas Styrenics - Marietta,Chevron Phillips Chemical,Plastics Plant,polystyrene,190000 Metric Tons/yr,,,,39.37264065,-81.51380015
Alpek Monaca,Grupo Alfa,Plastics Plant,polystyrene resin,123000 Metric Tons/yr,,,,40.655278,-80.356389
Monaca,Shell,Plastics Plant,"ethylene, polyethylene",1500000 Metric Tons/yr,,,,40.669506,-80.337815
Monaca,Shell,Plastics Plant,"ethylene, polyethylene",1600000 Metric Tons/yr,,,,40.669506,-80.337815
Marcus Hook,Braskem,Plastics Plant,polypropylene,540391.805924 Metric Tons/yr,,,,39.817337,-75.426078
Alpek Moncks Corner,Grupo Alfa,Plastics Plant,PET,320000 Metric Tons/yr,,,,33.056714,-79.941352
Cooper River,Ineos,Plastics Plant,PTA,1400000 Metric Tons/yr,,,,32.974125,-79.882391
Nan-Ya Lake City,Formosa,Plastics Plant,PET,835000 Metric Tons/yr,,,,33.834271,-79.763919
Alpek Columbia,Grupo Alfa,Plastics Plant,"PET, PTA",640000 Metric Tons/yr,,,,33.866387,-81.012712
Alpek Columbia,Grupo Alfa,Plastics Plant,"PET, PTA",725000 Metric Tons/yr,,,,33.866387,-81.012712
Auriga Polymers Spartanburg,Indorama ,Plastics Plant,PET,286000 Metric Tons/yr,,,,35.036031,-81.858848
Kingsport,Eastman Chemical,Plastics Plant,acetic acid,255000 Metric Tons/yr,,,,36.519722,-82.540556
Oyster Creek Plant,Braskem,Plastics Plant,polypropylene,336000 Metric Tons/yr,,,,28.98360199,-95.35267971
Sweeny Old Ocean,Chevron Phillips Chemical,Plastics Plant,"ethylene, polyethylene, propylene, linear alpha olefins",1000000 Metric Tons/yr,,,,29.074952,-95.746643
Sweeny Old Ocean,Chevron Phillips Chemical,Plastics Plant,"ethylene, polyethylene, propylene, linear alpha olefins",266000 Metric Tons/yr,,,,29.074952,-95.746643
Sweeny Old Ocean,Chevron Phillips Chemical,Plastics Plant,"ethylene, polyethylene, propylene, linear alpha olefins",1966000 Metric Tons/yr,,,,29.074952,-95.746643
Sweeny Old Ocean,Chevron Phillips Chemical,Plastics Plant,"ethylene, polyethylene, propylene, linear alpha olefins",394625 Metric Tons/yr,,,,29.074952,-95.746643
Freeport,Dow,Plastics Plant,"ethylene, polyethylene, propylene",750000 Metric Tons/yr,,,,28.994703,-95.403263
Freeport,Dow,Plastics Plant,"ethylene, polyethylene, propylene",1270000 Metric Tons/yr,,,,28.994703,-95.403263
Freeport,Dow,Plastics Plant,"ethylene, polyethylene, propylene",3155000 Metric Tons/yr,,,,28.994703,-95.403263
Chocolate Bayou,Ineos,Plastics Plant,"ethylene, alpha olefins, ethylene oxide, polypropylene, propylene",540000 Metric Tons/yr,,,,29.234066,-95.193063
Chocolate Bayou,Ineos,Plastics Plant,"ethylene, alpha olefins, ethylene oxide, polypropylene, propylene",475000 Metric Tons/yr,,,,29.234066,-95.193063
Chocolate Bayou,Ineos,Plastics Plant,"ethylene, alpha olefins, ethylene oxide, polypropylene, propylene",463000 Metric Tons/yr,,,,29.234066,-95.193063
Chocolate Bayou,Ineos,Plastics Plant,"ethylene, alpha olefins, ethylene oxide, polypropylene, propylene",1907000 Metric Tons/yr,,,,29.234066,-95.193063
Chocolate Bayou,Ineos,Plastics Plant,"ethylene, alpha olefins, ethylene oxide, polypropylene, propylene",544311 Metric Tons/yr,,,,29.234066,-95.193063
Chocolate Bayou ,LyondellBasell ,Plastics Plant,"polyethylene, polypropylene",218000 Metric Tons/yr,,,,29.248349,-95.213101
Freeport,Olin,Plastics Plant,"VCM, EDC, caustic soda, chlorine",3000000 Metric Tons/yr,,,,28.987258,-95.377375
Freeport,Olin,Plastics Plant,"VCM, EDC, caustic soda, chlorine",2700000 Metric Tons/yr,,,,28.987258,-95.377375
Freeport,Olin,Plastics Plant,"VCM, EDC, caustic soda, chlorine",2580000 Metric Tons/yr,,,,28.987258,-95.377375
Freeport,Olin,Plastics Plant,"VCM, EDC, caustic soda, chlorine",835000 Metric Tons/yr,,,,28.987258,-95.377375
MEGlobal Oyster Creek,EQUATE ,Plastics Plant,MEG,750000 Metric Tons/yr,,,,28.971389,-95.336111
Seadrift,Braskem,Plastics Plant,polypropylene,227000 Metric Tons/yr,,,,28.510636,-96.771527
Seadrift,Dow,Plastics Plant,"polyethylene, ethylene oxide",664000 Metric Tons/yr,,,,28.510833,-96.771662
Seadrift,Dow,Plastics Plant,"polyethylene, ethylene oxide",420000 Metric Tons/yr,,,,28.510833,-96.771662
Point Comfort,Formosa,Plastics Plant,"ethylene, polyethylene, polypropylene, propylene, ethylene oxide, MEG, PVC, VCM, EDC, chlorine, caustic soda",910000 Metric Tons/yr,,,,28.697681,-96.544636
Point Comfort,Formosa,Plastics Plant,"ethylene, polyethylene, polypropylene, propylene, ethylene oxide, MEG, PVC, VCM, EDC, chlorine, caustic soda",2760000 Metric Tons/yr,,,,28.697681,-96.544636
Point Comfort,Formosa,Plastics Plant,"ethylene, polyethylene, polypropylene, propylene, ethylene oxide, MEG, PVC, VCM, EDC, chlorine, caustic soda",1170000 Metric Tons/yr,,,,28.697681,-96.544636
Point Comfort,Formosa,Plastics Plant,"ethylene, polyethylene, polypropylene, propylene, ethylene oxide, MEG, PVC, VCM, EDC, chlorine, caustic soda",1740000 Metric Tons/yr,,,,28.697681,-96.544636
Point Comfort,Formosa,Plastics Plant,"ethylene, polyethylene, polypropylene, propylene, ethylene oxide, MEG, PVC, VCM, EDC, chlorine, caustic soda",1700000 Metric Tons/yr,,,,28.697681,-96.544636
Point Comfort,Formosa,Plastics Plant,"ethylene, polyethylene, polypropylene, propylene, ethylene oxide, MEG, PVC, VCM, EDC, chlorine, caustic soda",753000 Metric Tons/yr,,,,28.697681,-96.544636
Point Comfort,Formosa,Plastics Plant,"ethylene, polyethylene, polypropylene, propylene, ethylene oxide, MEG, PVC, VCM, EDC, chlorine, caustic soda",1478000 Metric Tons/yr,,,,28.697681,-96.544636
Point Comfort,Formosa,Plastics Plant,"ethylene, polyethylene, polypropylene, propylene, ethylene oxide, MEG, PVC, VCM, EDC, chlorine, caustic soda",798000 Metric Tons/yr,,,,28.697681,-96.544636
Point Comfort,Formosa,Plastics Plant,"ethylene, polyethylene, polypropylene, propylene, ethylene oxide, MEG, PVC, VCM, EDC, chlorine, caustic soda",1000000 Metric Tons/yr,,,,28.697681,-96.544636
Point Comfort,Formosa,Plastics Plant,"ethylene, polyethylene, polypropylene, propylene, ethylene oxide, MEG, PVC, VCM, EDC, chlorine, caustic soda",1700000 Metric Tons/yr,,,,28.697681,-96.544636
Point Comfort,Formosa,Plastics Plant,"ethylene, polyethylene, polypropylene, propylene, ethylene oxide, MEG, PVC, VCM, EDC, chlorine, caustic soda",250000 Metric Tons/yr,,,,28.697681,-96.544636
Raven Baytown,Arcanum (Raven),Plastics Plant,linear alpha olefins ,120000 Metric Tons/yr,,,,29.8180444,-94.91513236
Mont Belvieu,Enterprise,Plastics Plant,propylene,1500000 Metric Tons/yr,,,,29.857292,-94.912219
Mont Belvieu,ExxonMobil,Plastics Plant,polyethylene,1300000 Metric Tons/yr,,,,29.8742,-94.9122
Texas City,Ineos,Plastics Plant,acetic acid,600000 Metric Tons/yr,,,,29.380983,-94.891177
Texas City,Ineos,Plastics Plant,"p-xylene, ethylbenzene, styrene",454000 Metric Tons/yr,,,,29.361705,-94.928352
Texas City,Ineos,Plastics Plant,"p-xylene, ethylbenzene, styrene",925000 Metric Tons/yr,,,,29.361705,-94.928352
Texas City,Ineos,Plastics Plant,"p-xylene, ethylbenzene, styrene",509837 Metric Tons/yr,,,,29.361705,-94.928352
Longview,Eastman Chemical,Plastics Plant,"ethylene, propylene, ethylene oxide, p-xylene, MEG",105000 Metric Tons/yr,,,,32.439076,-94.688021
Longview,Eastman Chemical,Plastics Plant,"ethylene, propylene, ethylene oxide, p-xylene, MEG",650000 Metric Tons/yr,,,,32.439076,-94.688021
Longview,Eastman Chemical,Plastics Plant,"ethylene, propylene, ethylene oxide, p-xylene, MEG",230000 Metric Tons/yr,,,,32.439076,-94.688021
Longview,Eastman Chemical,Plastics Plant,"ethylene, propylene, ethylene oxide, p-xylene, MEG",105000 Metric Tons/yr,,,,32.439076,-94.688021
Longview,Koch Industries (dba INVISTA),Plastics Plant,polypropylene,363000 Metric Tons/yr,,,,32.433611,-94.711389
La Porte,Braskem,Plastics Plant,"polypropylene, polyethylene",804000 Metric Tons/yr,,,,29.704027,-95.079932
La Porte,Braskem,Plastics Plant,"polypropylene, polyethylene",40000 Metric Tons/yr,,,,29.704027,-95.079932
Cedar Bayou,Chevron Phillips Chemical,Plastics Plant,"ethylene, polyethylene, propylene, 1-hexene, alpha olefins",467200 Metric Tons/yr,,,,29.826,-94.921917
Cedar Bayou,Chevron Phillips Chemical,Plastics Plant,"ethylene, polyethylene, propylene, 1-hexene, alpha olefins",249476 Metric Tons/yr,,,,29.826,-94.921917
Cedar Bayou,Chevron Phillips Chemical,Plastics Plant,"ethylene, polyethylene, propylene, 1-hexene, alpha olefins",866361 Metric Tons/yr,,,,29.826,-94.921917
Cedar Bayou,Chevron Phillips Chemical,Plastics Plant,"ethylene, polyethylene, propylene, 1-hexene, alpha olefins",2433523 Metric Tons/yr,,,,29.826,-94.921917
Cedar Bayou,Chevron Phillips Chemical,Plastics Plant,"ethylene, polyethylene, propylene, 1-hexene, alpha olefins",1190680 Metric Tons/yr,,,,29.826,-94.921917
Pasadena Plastics Complex,Chevron Phillips Chemical,Plastics Plant,polyethylene,990000 Metric Tons/yr,,,,29.729574,-95.179059
Baytown Olefins,ExxonMobil,Plastics Plant,"ethylene, propylene",2200000 Metric Tons/yr,,,,29.756256,-95.011032
Baytown Olefins,ExxonMobil,Plastics Plant,"ethylene, propylene",1700000 Metric Tons/yr,,,,29.756256,-95.011032
Baytown Chemical,ExxonMobil,Plastics Plant,"polypropylene, alpha olefins, p-xylene",600000 Metric Tons/yr,,,,29.749787,-95.021498
Baytown Chemical,ExxonMobil,Plastics Plant,"polypropylene, alpha olefins, p-xylene",350000 Metric Tons/yr,,,,29.749787,-95.021498
Baytown Chemical,ExxonMobil,Plastics Plant,"polypropylene, alpha olefins, p-xylene",818000 Metric Tons/yr,,,,29.749787,-95.021498
Celanese Clear Lake,Indorama,Plastics Plant,"ethylene oxide, MEG, acetic acid, VAM",317514 Metric Tons/yr,,,,29.625819,-95.061592
Celanese Clear Lake,Indorama,Plastics Plant,"ethylene oxide, MEG, acetic acid, VAM",2600000 Metric Tons/yr,,,,29.625819,-95.061592
Celanese Clear Lake,Indorama,Plastics Plant,"ethylene oxide, MEG, acetic acid, VAM",385000 Metric Tons/yr,,,,29.625819,-95.061592
Battleground Complex (La Porte),Ineos,Plastics Plant,"polyethylene, polypropylene",1196000 Metric Tons/yr,,,,29.718368,-95.08583
Battleground Complex (La Porte),Ineos,Plastics Plant,"polyethylene, polypropylene",148000 Metric Tons/yr,,,,29.718368,-95.08583
Pasadena,Ineos,Plastics Plant,"styrene, ethylbenzene",771000 Metric Tons/yr,,,,29.599396,-95.013724
Pasadena,Ineos,Plastics Plant,"styrene, ethylbenzene",852000 Metric Tons/yr,,,,29.599396,-95.013724
Houston,Koch Industries,Plastics Plant,propylene,658000 Metric Tons/yr,,,,29.704763,-95.250623
Channelview,LyondellBasell,Plastics Plant,"ethylene, propylene, butadiene, benzene, propylene oxide, styrene monomer",1231179 Metric Tons/yr,,,,29.829464,-95.117958
Channelview,LyondellBasell,Plastics Plant,"ethylene, propylene, butadiene, benzene, propylene oxide, styrene monomer",306252 Metric Tons/yr,,,,29.829464,-95.117958
Channelview,LyondellBasell,Plastics Plant,"ethylene, propylene, butadiene, benzene, propylene oxide, styrene monomer",1859000 Metric Tons/yr,,,,29.829464,-95.117958
Channelview,LyondellBasell,Plastics Plant,"ethylene, propylene, butadiene, benzene, propylene oxide, styrene monomer",1250000 Metric Tons/yr,,,,29.829464,-95.117958
Channelview,LyondellBasell,Plastics Plant,"ethylene, propylene, butadiene, benzene, propylene oxide, styrene monomer",1471907 Metric Tons/yr,,,,29.829464,-95.117958
La Porte,LyondellBasell,Plastics Plant,"ethylene, polypropylene, polyethylene",1152000 Metric Tons/yr,,,,29.710877,-95.067989
La Porte,LyondellBasell,Plastics Plant,"ethylene, polypropylene, polyethylene",770794 Metric Tons/yr,,,,29.710877,-95.067989
La Porte,LyondellBasell,Plastics Plant,"ethylene, polypropylene, polyethylene",350000 Metric Tons/yr,,,,29.710877,-95.067989
Bayport Complex,Ineos (previously LyondellBasell),Plastics Plant,"polypropylene, ethylene oxide, MEG",737000 Metric Tons/yr,,,,29.63163,-95.05161
Bayport Complex,Ineos (previously LyondellBasell),Plastics Plant,"polypropylene, ethylene oxide, MEG",380000 Metric Tons/yr,,,,29.63163,-95.05161
Bayport Complex,Ineos (previously LyondellBasell),Plastics Plant,"polypropylene, ethylene oxide, MEG",265000 Metric Tons/yr,,,,29.63163,-95.05161
Nouryon Polymer Chemistry - Pasadena,Nouryon,Plastics Plant,catalysts,,,,,29.64739815,-95.06277071
Pasadena PVC,Occidental,Plastics Plant,PVC,1000000 Metric Tons/yr,,,,29.725667,-95.151667
Deer Park VCM Plant,Occidental,Plastics Plant,"VCM, EDC",725748 Metric Tons/yr,,,,29.717778,-95.123333
Deer Park VCM Plant,Occidental,Plastics Plant,"VCM, EDC",805000 Metric Tons/yr,,,,29.717778,-95.123333
Deer Park PVC,Occidental,Plastics Plant,PVC,249476 Metric Tons/yr,,,,29.728347,-95.112097
La Porte VCM,Occidental,Plastics Plant,"EDC, VCM",1180000 Metric Tons/yr,,,,29.72746871,-95.07552303
La Porte VCM,Occidental,Plastics Plant,"EDC, VCM",1090000 Metric Tons/yr,,,,29.72746871,-95.07552303
Battleground Chlor-Alkali Plant,Occidental,Plastics Plant,"caustic soda, chlorine",580000 Metric Tons/yr,,,,29.733587,-95.08521
Battleground Chlor-Alkali Plant,Occidental,Plastics Plant,"caustic soda, chlorine",527800 Metric Tons/yr,,,,29.733587,-95.08521
Deer Park,Shell,Plastics Plant,"ethylene, propylene",835000 Metric Tons/yr,,,,29.722222,-95.126944
Deer Park,Shell,Plastics Plant,"ethylene, propylene",498952 Metric Tons/yr,,,,29.722222,-95.126944
Freeport,Shintech,Plastics Plant,PVC,1450000 Metric Tons/yr,,,,28.994467,-95.356329
TPC Group Houston Plant,SK Capital Partners,Plastics Plant,linear alpha olefins,136078 Metric Tons/yr,,,,29.7014732,-95.25648394
Bayport Pasadena,TotalEnergies,Plastics Plant,polyethylene,1025000 Metric Tons/yr,,,,29.600521,-95.014488
La Porte Polypropylene Plant,TotalEnergies,Plastics Plant,polypropylene,1200000 Metric Tons/yr,,,,29.72824181,-95.0877778
Pasadena,W.R. Grace,Plastics Plant,catalysts,,,,,29.61478442,-95.05195747
Longview,Westlake,Plastics Plant,polyethylene,490000 Metric Tons/yr,,,,32.439278,-94.688436
Port Arthur,BASF/TotalEnergies,Plastics Plant,"ethylene, propylene",1301810 Metric Tons/yr,,,,29.953919,-93.883961
Port Arthur,BASF/TotalEnergies,Plastics Plant,"ethylene, propylene",635000 Metric Tons/yr,,,,29.953919,-93.883961
Port Arthur,Chevron Phillips Chemical,Plastics Plant,"ethylene, propylene",340194 Metric Tons/yr,,,,29.850396,-93.977222
Port Arthur,Chevron Phillips Chemical,Plastics Plant,"ethylene, propylene",855000 Metric Tons/yr,,,,29.850396,-93.977222
Beaumont polyethylene,ExxonMobil,Plastics Plant,polyethylene,1700000 Metric Tons/yr,,,,30.069484,-94.229205
Beaumont Chemical,ExxonMobil,Plastics Plant,"ethylene, p-xylene",900000 Metric Tons/yr,,,,30.07049295,-94.062954
Beaumont Chemical,ExxonMobil,Plastics Plant,"ethylene, p-xylene",275000 Metric Tons/yr,,,,30.07049295,-94.062954
Port Neches,Indorama ,Plastics Plant,"ethylene, propylene, ethylene oxide, MEG, propylene glycol, propylene oxide",480000 Metric Tons/yr,,,,29.96613,-93.931309
Port Neches,Indorama ,Plastics Plant,"ethylene, propylene, ethylene oxide, MEG, propylene glycol, propylene oxide",1300000 Metric Tons/yr,,,,29.96613,-93.931309
Port Neches,Indorama ,Plastics Plant,"ethylene, propylene, ethylene oxide, MEG, propylene glycol, propylene oxide",964000 Metric Tons/yr,,,,29.96613,-93.931309
Port Neches,Indorama ,Plastics Plant,"ethylene, propylene, ethylene oxide, MEG, propylene glycol, propylene oxide",145000 Metric Tons/yr,,,,29.96613,-93.931309
Port Neches,Indorama ,Plastics Plant,"ethylene, propylene, ethylene oxide, MEG, propylene glycol, propylene oxide",525000 Metric Tons/yr,,,,29.96613,-93.931309
Port Neches,Indorama ,Plastics Plant,"ethylene, propylene, ethylene oxide, MEG, propylene glycol, propylene oxide",40000 Metric Tons/yr,,,,29.96613,-93.931309
Port Arthur,Saudi Aramco (dba Motiva),Plastics Plant,"ethylene, propylene",621000 Metric Tons/yr,,,,29.88753944,-93.96383777
Port Arthur,Saudi Aramco (dba Motiva),Plastics Plant,"ethylene, propylene",340000 Metric Tons/yr,,,,29.88753944,-93.96383777
Bayport Port Arthur,TotalEnergies/Borealis,Plastics Plant,ethylene,1000000 Metric Tons/yr,,,,29.96197,-93.893329
Matagorda Facility,LyondellBasell,Plastics Plant,polyethylene,1015000 Metric Tons/yr,,,,28.7875,-95.943056
Ticona Polymers Bishop Facility,Celanese ,Plastics Plant,polyethylene,53000 Metric Tons/yr,,,,27.566184,-97.827271
Corpus Christi,LyondellBasell,Plastics Plant,"ethylene, propylene",1134000 Metric Tons/yr,,,,27.810094,-97.591524
Corpus Christi,LyondellBasell,Plastics Plant,"ethylene, propylene",317515 Metric Tons/yr,,,,27.810094,-97.591524
Chemical Orange polyethylene Plant,Chevron Phillips Chemical,Plastics Plant,polyethylene,439985 Metric Tons/yr,,,,30.045548,-93.781583
Orange,Dow,Plastics Plant,"ethylene, polyethylene",791000 Metric Tons/yr,,,,30.055081,-93.755098
Orange,Dow,Plastics Plant,"ethylene, polyethylene",270000 Metric Tons/yr,,,,30.055081,-93.755098
Gulf Coast Growth Ventures Complex,ExxonMobil/Saudi Aramco,Plastics Plant,"ethylene, polyethylene, MEG",1800000 Metric Tons/yr,,,,27.93016,-97.32348
Gulf Coast Growth Ventures Complex,ExxonMobil/Saudi Aramco,Plastics Plant,"ethylene, polyethylene, MEG",1300000 Metric Tons/yr,,,,27.93016,-97.32348
Gulf Coast Growth Ventures Complex,ExxonMobil/Saudi Aramco,Plastics Plant,"ethylene, polyethylene, MEG",1100000 Metric Tons/yr,,,,27.93016,-97.32348
